cast,director,runtime,genres,production_companies,release_year,release_month,budget_adj,has_profits
Blake Woodruff|Josh Holloway|Sarah Wayne Callies|Michael Rooker|Julian Christopher,Stewart Hendler,94,Crime|Drama|Horror|Thriller,Universal Pictures|Canadian Film or Video Production Tax Credit (CPTC)|Gold Circle Films|Province of British Columbia Production Services Tax Credit|H2F Entertainment,2007,11,12620022.9916,False
Norah Jones|Jude Law|David Strathairn|Rachel Weisz|Cat Power,Wong Kar-wai,111,Drama|Romance,Block 2 Pictures|Jet Tone Production|StudioCanal|Lou Yi Inc.,2007,5,10516685.8263,True
Ben Kingsley|TÃ©a Leoni|Luke Wilson|Bill Pullman|Dennis Farina,John Dahl,90,Comedy|Crime|Thriller|Romance,Echo Lake Productions|Bi-polar Pictures|Code Entertainment|Independent Film Group|Carol Baum Productions,2007,2,4206674.33053,False
Owen Wilson|Jason Schwartzman|Adrien Brody|Bill Murray|Anjelica Huston,Wes Anderson,91,Adventure|Drama|Comedy,Fox Searchlight Pictures|Scott Rudin Productions,2007,9,16826697.3221,True
Columbus Short|Meagan Good|Ne-Yo|Darrin Henson|Jermaine Williams,Sylvain White,114,Drama|Music,Rainforest Films,2007,5,13671691.5742,True
Ryan Cartwright|Hayden Christensen|Mischa Barton|Jay Villiers|Simone Spinazze,David Leland,93,Adventure|Action|Comedy|Romance,Ingenious Film Partners|Dino de Laurentiis Cinematografica|Dino De Laurentiis Company|Zephyr Films|Red Lion Sarl,2007,12,39963406.14,False
Ryan Kwanten|Donnie Wahlberg|Bob Gunton|Amber Valletta|Laura Regan,James Wan,89,Horror,Universal Pictures|Twisted Pictures|Evolution Entertainment,2007,3,21033371.6526,True
Martin Henderson|Michelle Rodriguez|Woody Harrelson|Charlize Theron|Jennifer Carpenter,Stuart Townsend,99,Action|Drama,Insight Film Studios|Redwood Palms Pictures|Remstar Productions,2007,9,8413348.66105,False
Jonathon Trent|Derek Magyar|George Jonson|Patrick Bauchau|Darryl Stephens,Q. Allan Brocka,88,Drama|Romance,TLA Releasing|Boy Culture LLC,2007,1,525834.291316,False
Neil Dudgeon|Bill Milner|Jessica Hynes|Anna Wing|Will Poulter,Garth Jennings,96,Comedy,Celluloid Dreams|Hammer & Tongs,2007,1,4206674.33053,True
Chris Rock|Kerry Washington|Gina Torres|Steve Buscemi|Edward Herrmann,Chris Rock,90,Comedy|Romance,Fox Searchlight Pictures,2007,3,11568354.4089,True
Daniel Radcliffe|Jack Thompson|Teresa Palmer|Sullivan Stapleton|Carole-Anne Fooks,Rod Hardy,105,Drama|Romance,Village Roadshow Pictures|Australian Film Finance Corporation,2007,9,4206674.33053,False
Gaspard Ulliel|Aaran Thomas|Gong Li|Dominic West|Rhys Ifans,Peter Webber,121,Crime|Drama|Thriller,Ingenious Film Partners|ETIC Films|Quinta Communications|Dino De Laurentiis Company|Zephyr Films,2007,2,52583429.1316,True
Brian Keith Allen|Moazzam Begg|Christopher Beiring|Alex Gibney,Alex Gibney,106,Documentary,Jigsaw Productions,2007,4,1051668.58263,False
Tyler Perry|Jill Scott|Janet Jackson|Michael Jai White|Malik Yoba,Tyler Perry,113,Comedy|Drama,Lions Gate Films,2007,10,15775028.7395,True
Hanyu Zhang|Ren Quan|Wang Baoqiang|Deng Chao|Yuan Wenkang,Feng Xiaogang,124,Action|History,Huayi Brothers Media Corporation,2007,10,16826697.3221,True
Ellen Page|Ari Cohen|Erin McMurtry|Maxwell McCabe-Lokos|Zie Souwand,Bruce McDonald,77,Drama,TÃ©lÃ©film Canada|Shadow Shows|Corvid Pictures,2007,9,736168.007842,False
"Gabrielle Union|Idris Elba|Louis Gossett, Jr.|Tasha Smith|Tracee Ellis Ross",Tyler Perry,100,Comedy|Drama|Romance,"Lions Gate Films|Tyler Perry Company, The",2007,2,10516685.8263,True
Bruce Campbell|Grace Thorsen|Ted Raimi|Adam Boyd|Mike Estes,Bruce Campbell,86,Comedy|Horror,Dark Horse Entertainment|Image Entertainment,2007,10,1577502.87395,False
Lennie Loftin|Danny DeVito|Ben Garant|Carlos Alazraqui|Mary Birdsong,Ben Garant,84,Action|Adventure|Comedy|Crime,20th Century Fox,2007,2,10516685.8263,True
Cedric the Entertainer|Lucy Liu|Nicollette Sheridan|Mark Dacascos|Callum Keith Rennie,Les Mayfield,84,Action|Comedy|Crime,New Line Cinema,2007,1,21033371.6526,False
_unknown_,Dylan Avery,129,Documentary,Louder Than Words,2007,11,6310.01149579,False
Sigourney Weaver|Tom Skerritt|Veronica Cartwright|Harry Dean Stanton|John Hurt,Ridley Scott,117,Horror|Action|Thriller|Science Fiction,Twentieth Century-Fox Productions|Brandywine Productions,1979,5,33050094.0275,True
Martin Sheen|Marlon Brando|Robert Duvall|Laurence Fishburne|Sam Bottoms,Francis Ford Coppola,153,Drama|War,Zoetrope Studios,1979,8,94643451.0788,True
Mel Gibson|Joanne Samuel|Hugh Keays-Byrne|Steve Bisley|Tim Burns,George Miller,93,Adventure|Action|Thriller|Science Fiction,Kennedy Miller Productions|Mad Max Films|Crossroads,1979,4,1201821.601,True
William Shatner|Leonard Nimoy|George Takei|James Doohan|Walter Koenig,Robert Wise,132,Science Fiction|Adventure|Mystery,Paramount Pictures,1979,12,105159390.088,True
Roger Moore|Lois Chiles|Michael Lonsdale|Corinne ClÃ©ry|Richard Kiel,Lewis Gilbert,126,Action|Adventure|Thriller|Science Fiction,Eon Productions,1979,6,102154836.085,True
Graham Chapman|John Cleese|Terry Gilliam|Eric Idle|Terry Jones,Terry Jones,94,Comedy,HandMade Films|Python (Monty) Pictures,1979,8,12018216.01,True
Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers|Burgess Meredith,Sylvester Stallone,119,Drama,United Artists,1979,6,21031878.0175,True
Malcolm McDowell|Teresa Ann Savoy|Helen Mirren|Peter O'Toole|John Gielgud,Tinto Brass,156,Drama|History|Romance,Penthouse Films International|Felix Cinematorgrafica,1979,1,52579695.0438,True
Angus Scrimm|A. Michael Baldwin|Bill Thornbury|Reggie Bannister|Kathy Lester,Don Coscarelli,89,Horror|Science Fiction,New Breed Productions,1979,3,901366.20075,True
Clint Eastwood|Patrick McGoohan|Roberts Blossom|Jack Thibeau|Fred Ward,Don Siegel,111,Crime|Drama,Paramount Pictures|Malpaso Company,1979,6,24036432.02,True
Maximilian Schell|Anthony Perkins|Robert Forster|Joseph Bottoms|Ernest Borgnine,Gary Nelson,98,Adventure|Family|Science Fiction|Action,Walt Disney Productions,1979,12,60091080.05,True
Alain Delon|Susan Blakely|Robert Wagner|Sylvia Kristel|George Kennedy,David Lowell Rich,123,Action|Drama|Thriller,Universal Pictures,1979,8,42063756.035,False
Dustin Hoffman|Meryl Streep|Jane Alexander|Justin Henry|Howard Duff,Robert Benton,105,Drama,Columbia Pictures,1979,12,24036432.02,True
Dan Aykroyd|Ned Beatty|John Belushi|Lorraine Gary|Murray Hamilton,Steven Spielberg,113,Action|Comedy,Columbia Pictures|Universal Pictures|A-Team,1979,12,105159390.088,False
Dennis Quaid|Daniel Stern|Jackie Earle Haley|Dennis Christopher|Barbara Barrie,Peter Yates,100,Drama|Comedy,Twentieth Century Fox Film Corporation,1979,5,6910474.20575,True
Kelly Reno|Mickey Rooney|Teri Garr|Clarence Muse|Hoyt Axton,Carroll Ballard,118,Adventure|Family,United Artists,1979,10,8112295.80675,True
Arnold Schwarzenegger|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen,James Cameron,108,Action|Thriller|Science Fiction,Orion Pictures|Pacific Western|Hemdale Film|Cinema 84|Euro Film Funding,1984,10,13433869.0508,True
Harrison Ford|Kate Capshaw|Jonathan Ke Quan|Amrish Puri|Roshan Seth,Steven Spielberg,118,Adventure|Action,Lucasfilm|Paramount Pictures,1984,5,58773177.0974,True
Bill Murray|Dan Aykroyd|Sigourney Weaver|Harold Ramis|Rick Moranis,Ivan Reitman,107,Fantasy|Action|Comedy|Science Fiction|Family,Columbia Pictures Corporation|Delphi Films|Black Rhino Productions,1984,6,62971261.1758,True
Zach Galligan|Phoebe Cates|Hoyt Axton|Polly Holliday|Dick Miller,Joe Dante,106,Fantasy|Horror|Comedy,Amblin Entertainment|Warner Bros.,1984,6,23089462.4311,True
Barret Oliver|Gerald McRaney|Noah Hathaway|Drum Garrett|Darryl Cooksey,Wolfgang Petersen,102,Drama|Family|Fantasy|Adventure,Producers Sales Organization|Bavaria Film|Dieter Geissler Filmproduktion|Warner Bros.|Westdeutscher Rundfunk (WDR),1984,4,56674135.0582,False
Eddie Murphy|Judge Reinhold|John Ashton|Ronny Cox|Paul Reiser,Martin Brest,105,Action|Comedy|Crime,Paramount Pictures|Eddie Murphy Productions,1984,11,31485630.5879,True
F. Murray Abraham|Tom Hulce|Elizabeth Berridge|Roy Dotrice|Simon Callow,MiloÅ¡ Forman,160,Drama|History|Music,Warner Bros.,1984,10,37782756.7055,True
Ralph Macchio|Pat Morita|William Zabka|Martin Kove|Chad McQueen,John G. Avildsen,126,Drama,Columbia Pictures Corporation|Jerry Weintraub Productions|Delphi Films,1984,6,16792336.3136,True
John Saxon|Ronee Blakley|Heather Langenkamp|Amanda Wyss|Jsu Garcia,Wes Craven,91,Horror,New Line Cinema|Smart Egg Pictures,1984,11,3778275.67055,True
Arnold Schwarzenegger|Grace Jones|Wilt Chamberlain|Tracey Walter|Mako,Richard Fleischer,103,Adventure|Fantasy|Action,De Laurentiis Entertainment Group,1984,6,37782756.7055,True
Roy Scheider|John Lithgow|Helen Mirren|Bob Balaban|Keir Dullea,Peter Hyams,116,Thriller|Science Fiction,Metro-Goldwyn-Mayer (MGM),1984,12,58773177.0974,True
Kyle MacLachlan|Francesca Annis|Leonardo Cimino|Brad Dourif|JosÃ© Ferrer,David Lynch,137,Action|Science Fiction|Adventure,Dino De Laurentiis Company,1984,12,83961681.5678,False
Michael Douglas|Kathleen Turner|Danny DeVito|Alfonso ArÃ¡u|Manuel Ojeda,Robert Zemeckis,106,Action|Adventure|Comedy|Romance,Twentieth Century Fox Film Corporation|SLM Production Group|Nina Saxon Film Design|El Corazon Producciones S.A.,1984,3,20990420.3919,True
Steve Guttenberg|Kim Cattrall|G. W. Bailey|Bubba Smith|Donovan Scott,Hugh Wilson,96,Comedy|Crime,Warner Bros.|The Ladd Company,1984,3,9445689.17637,True
William Shatner|Leonard Nimoy|DeForest Kelley|James Doohan|George Takei,Leonard Nimoy,105,Science Fiction|Action|Adventure|Thriller,Paramount Pictures,1984,5,37782756.7055,True
Kevin Bacon|John Lithgow|Dianne Wiest|Chris Penn|Lori Singer,Herbert Ross,107,Drama|Family|Music|Romance,Paramount Pictures|IndieProd Company Productions,1984,2,17212144.7214,True
Harry Dean Stanton|Emilio Estevez|Tracey Walter|Olivia Barash|Sy Richardson,Alex Cox,92,Comedy|Drama|Science Fiction,Edge City,1984,2,3148563.05879,True
Jeff Bridges|Karen Allen|Charles Martin Smith|Richard Jaeckel|Robert Phalen,John Carpenter,115,Action|Adventure|Drama|Romance|Science Fiction,Columbia Pictures|Delphi II Productions|Industrial Light & Magic (ILM),1984,12,46178924.8623,True
Tom Hanks|Tawny Kitaen|Adrian Zmed|George Grizzard|Tracy Smith,Neal Israel,105,Comedy,Bachelor Party Productions|Aspect Ratio Film|Twin Continental,1984,6,12594252.2352,True
Molly Ringwald|Justin Henry|Michael Schoeffling|Haviland Morris|Gedde Watanabe,John Hughes,93,Comedy|Romance,Universal Pictures,1984,5,13643773.2548,True
Sam Waterston|Haing S. Ngor|Craig T. Nelson|John Malkovich|Athol Fugard,Roland JoffÃ©,141,War|Drama|History,Goldcrest Films International|International Film Investors|Enigma Productions,1984,11,30226205.3644,True
Catherine Mary Stewart|Robert Beltran|Kelli Maroney|Sharon Farrell|Mary Woronov,Thom Eberhardt,95,Action|Comedy|Horror|Science Fiction|Thriller,Thomas Coleman and Michael Rosenblatt Productions|Film Development Fund|Atlantic Releasing Corporation,1984,11,6297126.11758,True
Lance Guest|Dan O'Herlihy|Catherine Mary Stewart|Barbara Bosson|Norman Snow,Nick Castle,101,Adventure|Science Fiction|Action,Universal Pictures|Lorimar Film Entertainment,1984,7,31485630.5879,True
Tanya Roberts|Ted Wass|Donovan Scott|Elizabeth of Toro|France Zobda,John Guillermin,117,Adventure|Fantasy|Action|Comedy|Science Fiction,Columbia Pictures Corporation|Delphi II Productions|Colgems Productions Ltd.,1984,8,52476050.9799,False
Tom Hanks|Daryl Hannah|Eugene Levy|John Candy|Dody Goodman,Ron Howard,111,Comedy|Fantasy|Romance,Touchstone Pictures,1984,3,16792336.3136,True
Harry Dean Stanton|Nastassja Kinski|Dean Stockwell|Hunter Carson|Aurore ClÃ©ment,Wim Wenders,147,Drama,Channel Four Films|Pro-ject Filmproduktion|Argos Films|Westdeutscher Rundfunk (WDR)|Road Movies Filmproduktion,1984,5,3666950.87696,True
Craig Wasson|Melanie Griffith|Gregg Henry|Deborah Shelton|Guy Boyd,Brian De Palma,114,Mystery|Thriller,Columbia Pictures Corporation|Delphi II Productions,1984,10,20990420.3919,False
Clint Eastwood|Burt Reynolds|Jane Alexander|Madeline Kahn|Rip Torn,Richard Benjamin,93,Action|Comedy|Crime,"Warner Bros.|Deliverance Productions|Malpaso Company, The",1984,12,52476050.9799,True
Richard Gere|Diane Lane|Bob Hoskins|James Remar|Nicolas Cage,Francis Ford Coppola,127,Music|Drama|Crime|Romance,Orion Pictures|PSO International|Totally Independent,1984,12,121744438.273,False
Val Kilmer|Lucy Gutteridge|Peter Cushing|Jeremy Kemp|Christopher Villiers,Jim Abrahams|David Zucker|Jerry Zucker,90,Comedy,Paramount Pictures,1984,6,18891378.3527,True
Prince|Apollonia Kotero|Morris Day|Olga Karlatos|Clarence Williams III,Albert Magnoli,111,Drama|Music|Romance,Warner Bros.|Water|Purple Films,1984,7,15113102.6822,True
Chuck Norris|M. Emmet Walsh|David Tress|Lenore Kasdorf|James Hong,Joseph Zito,101,Action|Adventure|Thriller|War,Cannon Group,1984,11,5352557.19995,True
Robert Redford|Glenn Close|Kim Basinger|Wilford Brimley|Robert Duvall,Barry Levinson,137,Drama,TriStar Pictures,1984,5,58773177.0974,True
Peter Horton|Linda Hamilton|R. G. Armstrong|John Franklin|Courtney Gains,Fritz Kiersch,93,Drama|Fantasy|Horror|Thriller,Hal Roach Studios|Cinema Group|Planet Productions|Angeles Entertainment Group|Inverness Productions,1984,3,1679233.63136,True
Judy Davis|Alec Guinness|Peggy Ashcroft|James Fox|Victor Banerjee,David Lean,163,Drama|Adventure|History,Columbia Pictures|EMI Films Ltd.|Thorn EMI Screen Entertainment|Home Box Office,1984,12,16792336.3136,True
Michael ParÃ©|Diane Lane|Rick Moranis|Amy Madigan|Willem Dafoe,Walter Hill,93,Action|Thriller|Music,Universal Pictures,1984,6,30436109.5683,False
David Byrne|Tina Weymouth|Chris Frantz|Jerry Harrison|Steven Scales,Jonathan Demme,88,Documentary|Music,Talking Heads|Arnold Stiefel Company,1984,11,2518850.44703,True
John Heard|Daniel Stern|Christopher Curry|Kim Greist|Laure Mattos,Douglas Cheek,88,Horror|Science Fiction,New World Pictures,1984,8,2623802.54899,True
Peter Liapis|Lisa Pelikan|Jack Nance|Mariska Hargitay|Michael Des Barres,Luca Bercovici,81,Comedy|Horror|Fantasy,Empire Pictures,1984,11,2099042.03919,True
Dudley Moore|Eddie Murphy|Kate Capshaw|George Dzundza|Helen Shaver,Willard Huyck,94,Action|Comedy,Paramount Pictures|Cinema Group Ventures,1984,7,37782756.7055,True
Gregory Harrison|Arkie Whiteley|Bill Kerr|Chris Haywood|David Argue,Russell Mulcahy,95,Horror,McElroy & McElroy|UAA Films|Western Film Productions,1984,4,11544731.2156,False
Woody Allen|Mia Farrow|Nick Apollo Forte|Craig Vandenburgh|Herb Reynolds,Woody Allen,84,Comedy,Orion Pictures Corporation,1984,1,16792336.3136,True
Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels,Richard Marquand,135,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,1983,5,70824243.1275,True
Al Pacino|Steven Bauer|Michelle Pfeiffer|Mary Elizabeth Mastrantonio|Robert Loggia,Brian De Palma,170,Action|Crime|Drama|Thriller,Universal Pictures,1983,12,54732799.944,True
Sean Connery|Kim Basinger|Klaus Maria Brandauer|Barbara Carrera|Max von Sydow,Irvin Kershner,134,Adventure|Action|Thriller,PSO International|TaliaFilm II Productions|Woodcote,1983,10,78815231.9193,True
Roger Moore|Maud Adams|Louis Jourdan|Kristina Wayborn|Kabir Bedi,John Glen,131,Adventure|Action|Thriller,Eon Productions,1983,6,60206079.9383,True
Christopher Reeve|Richard Pryor|Jackie Cooper|Marc McClure|Annette O'Toole,Richard Lester,125,Comedy|Action|Adventure|Fantasy|Science Fiction,Warner Bros.|Dovemead Films|Cantharus Productions,1983,6,85383167.9126,True
Eddie Murphy|Dan Aykroyd|Jamie Lee Curtis|Denholm Elliott|Ralph Bellamy,John Landis,116,Comedy|Drama,Paramount Pictures|Cinema Group Ventures,1983,6,88886067.109,True
Matthew Broderick|Dabney Coleman|Ally Sheedy|John Wood|Barry Corbin,John Badham,114,Thriller|Science Fiction,United Artists|Sherwood Productions,1983,6,26271743.9731,True
Chevy Chase|Beverly D'Angelo|Imogene Coca|Randy Quaid|Anthony Michael Hall,Harold Ramis,98,Comedy|Adventure|Romance,Warner Bros.,1983,7,32839679.9664,True
"Dennis Quaid|Bess Armstrong|Simon MacCorkindale|Louis Gossett, Jr.|John Putch",Joe Alves,99,Horror,Universal Pictures|Alan Landsburg Productions,1983,3,44880895.954,True
Clint Eastwood|Sondra Locke|Pat Hingle|Bradford Dillman|Paul Drake,Clint Eastwood,117,Action|Crime|Thriller,Warner Bros.,1983,12,48164863.9507,True
Tom Cruise|Rebecca De Mornay|Joe Pantoliano|Richard Masur|Curtis Armstrong,Paul Brickman,98,Comedy|Romance,"Geffen Company, The",1983,8,13573734.3861,True
Fred Ward|Dennis Quaid|Ed Harris|Scott Glenn|Sam Shepard,Philip Kaufman,193,Drama|History,Warner Bros.|The Ladd Company,1983,10,59111423.9395,False
Alan Young|Wayne Allwine|Clarence Nash|Hal Smith|Will Ryan,Burny Mattinson,26,Family|Animation,Walt Disney Pictures,1983,10,6567935.99327,True
Matt Dillon|Ralph Macchio|C. Thomas Howell|Patrick Swayze|Rob Lowe,Francis Ford Coppola,91,Crime|Drama,American Zoetrope|Warner Bros.,1983,3,21893119.9776,True
Dan Monahan|Wyatt Knight|Mark Herrier|Roger Wilson|Cyril O'Reilly,Bob Clark,98,Comedy,Twentieth Century Fox Film Corporation|Simon Reeves Landsburg Productions,1983,6,14230527.9854,True
Barbra Streisand|Mandy Patinkin|Amy Irving|Nehemiah Persoff|Steven Hill,Barbra Streisand,132,Music|Drama|Romance,United Artists|Barwood Films|Ladbroke,1983,11,26271743.9731,True
Roy Scheider|Warren Oates|Candy Clark|Daniel Stern|Paul Roebling,John Badham,109,Science Fiction|Action|Thriller|Crime|Drama,Columbia Pictures Corporation|Rastar Pictures,1983,2,48164863.9507,True
Christopher Walken|Brooke Adams|Tom Skerritt|Martin Sheen|Herbert Lom,David Cronenberg,103,Thriller|Horror|Science Fiction,Paramount Pictures|Lorimar Film Entertainment|Dino De Laurentiis Company,1983,10,21893119.9776,True
Jennifer Beals|Michael Nouri|Lilia Skala|Kyle T. Heffner|Sunny Johnson,Adrian Lyne,95,Drama|Music|Romance,Paramount Pictures,1983,4,8757247.99103,True
Albert Brooks|Vic Morrow|John Larroquette|John Lithgow|Dan Aykroyd,John Landis|Steven Spielberg|George Miller|Joe Dante,101,Drama|Fantasy|Horror|Science Fiction|Thriller,Warner Bros.,1983,6,21893119.9776,True
Matt Dillon|Mickey Rourke|Diane Lane|Dennis Hopper|Diana Scarwid,Francis Ford Coppola,94,Action|Adventure|Crime|Drama|Romance,Universal Pictures,1983,10,21893119.9776,False
John Travolta|Cynthia Rhodes|Finola Hughes|Steve Inwood|Julie Bovasso,Sylvester Stallone,93,Drama|Action|Music|Romance,Paramount Pictures,1983,7,48164863.9507,True
Chuck Norris|David Carradine|Barbara Carrera|Leon Isaac Kennedy|Dana Kimmell,Steve Carver,107,Action|Thriller|Drama|Western|Crime,1818|Lone Wolf McQuade Associates|Topkick Productions,1983,4,10946559.9888,True
Anthony Perkins|Vera Miles|Meg Tilly|Robert Loggia|Dennis Franz,Richard Franklin,113,Horror|Mystery|Thriller,Universal Pictures|Oak,1983,6,10946559.9888,True
James Woods|Sonja Smits|Deborah Harry|Peter Dvorsky|Jack Creley,David Cronenberg,87,Horror|Mystery|Science Fiction,Universal Pictures|Famous Players Ltd|Guardian Trust Company|Filmplan International II,1983,2,13030785.0107,False
Randy Norton|Cynthia Leake|Steve Sandor|Sean Hannon|Leo Gordon,Ralph Bakshi,81,Animation|Fantasy|Science Fiction,Polyc International BV|Producers Sales Organization (PSO),1983,3,2627174.39731,False
Christopher Walken|Natalie Wood|Louise Fletcher|Cliff Robertson|Jason Lively,Douglas Trumbull,106,Science Fiction|Thriller,Metro-Goldwyn-Mayer (MGM),1983,9,32839679.9664,False
Scott Glenn|Alberta Watson|JÃ¼rgen Prochnow|Robert Prosky|Gabriel Byrne,Michael Mann,96,Drama|Foreign|Horror,Paramount Pictures|Associated Capital|Capital Equipment Leasing,1983,12,13135871.9865,False
Jason Robards|Jonathan Pryce|Diane Ladd|Royal Dano|Vidal Peterson,Jack Clayton,95,Fantasy|Mystery|Thriller,Walt Disney Pictures|Bryna Productions,1983,4,41596927.9574,False
Kate McNeil|Eileen Davidson|Janis Ward|Robin Meloy|Harley Jane Kozak,Mark Rosman,91,Horror|Mystery|Thriller,VAE Productions,1983,1,930457.599047,True
Peter Strauss|Molly Ringwald|Michael Ironside|Ernie Hudson|Deborah Pratt,Lamont Johnson,90,Adventure|Science Fiction,Columbia Pictures Corporation|Delphi Productions|Zone Productions,1983,5,32839679.9664,True
Brad Pitt|Morgan Freeman|Gwyneth Paltrow|John C. McGinley|Kevin Spacey,David Fincher,127,Crime|Mystery|Thriller,New Line Cinema|Juno Pix|Cecchi Gori Pictures,1995,9,47221906.6145,True
Tom Hanks|Tim Allen|Don Rickles|Jim Varney|Wallace Shawn,John Lasseter,81,Animation|Comedy|Family,Walt Disney Pictures|Pixar Animation Studios,1995,10,42929006.0132,True
Stephen Baldwin|Gabriel Byrne|Chazz Palminteri|Kevin Pollak|Pete Postlethwaite,Bryan Singer,106,Drama|Crime|Thriller,Blue Parrot Productions|Bad Hat Harry Productions,1995,7,8585801.20264,True
Mel Gibson|Catherine McCormack|Sophie Marceau|Patrick McGoohan|Angus Macfadyen,Mel Gibson,177,Action|Drama|History|War,Icon Entertainment International|The Ladd Company|B.H. Finance C.V.,1995,5,103029614.432,True
Pierce Brosnan|Sean Bean|Izabella Scorupco|Famke Janssen|Joe Don Baker,Martin Campbell,130,Adventure|Action|Thriller,United Artists|Eon Productions,1995,11,82996078.2922,True
Robin Williams|Jonathan Hyde|Kirsten Dunst|Bradley Pierce|Bonnie Hunt,Joe Johnston,104,Adventure|Fantasy|Family,TriStar Pictures|Teitler Film|Interscope Communications,1995,12,93012846.362,True
Bruce Willis|Jeremy Irons|Samuel L. Jackson|Graham Greene|Colleen Camp,John McTiernan,128,Action|Thriller,Twentieth Century Fox Film Corporation|Cinergi Pictures Entertainment,1995,5,128787018.04,True
Natasha Henstridge|Ben Kingsley|Michael Madsen|Alfred Molina|Forest Whitaker,Roger Donaldson,108,Science Fiction|Horror|Action,Metro-Goldwyn-Mayer (MGM),1995,7,50083840.3487,True
Bruce Willis|Madeleine Stowe|Brad Pitt|Christopher Plummer|David Morse,Terry Gilliam,129,Science Fiction|Thriller|Mystery,Universal Pictures|Atlas Entertainment|Classico,1995,12,42213522.5797,True
Tom Hanks|Bill Paxton|Kevin Bacon|Gary Sinise|Ed Harris,Ron Howard,140,Drama,Imagine Entertainment|Universal Pictures,1995,6,74410277.0896,True
Will Smith|Martin Lawrence|TÃ©a Leoni|TchÃ©ky Karyo|Joe Pantoliano,Michael Bay,118,Adventure|Drama|Action|Comedy|Thriller,Columbia Pictures|Don Simpson/Jerry Bruckheimer Films,1995,4,27188370.475,True
Irene Bedard|Mel Gibson|David Ogden Stiers|John Kassir|Russell Means,Mike Gabriel|Eric Goldberg,81,Adventure|Animation|Drama|Family,Walt Disney Pictures|Walt Disney Feature Animation,1995,6,78703177.6909,True
Al Pacino|Robert De Niro|Val Kilmer|Jon Voight|Tom Sizemore,Michael Mann,171,Action|Crime|Drama|Thriller,Regency Enterprises|Forward Pass|Warner Bros.,1995,12,85858012.0264,True
Ethan Hawke|Julie Delpy|Andrea Eckert|Hanno PÃ¶schl|Karl Bruckschwaiger,Richard Linklater,105,Drama|Romance,Detour Film Production,1995,1,3577417.16777,True
Sylvester Stallone|Diane Lane|Armand Assante|Rob Schneider|JÃ¼rgen Prochnow,Danny Cannon,96,Science Fiction,Hollywood Pictures|Cinergi Pictures Entertainment,1995,6,128787018.04,True
Val Kilmer|Tommy Lee Jones|Jim Carrey|Nicole Kidman|Chris O'Donnell,Joel Schumacher,121,Science Fiction|Fantasy|Action|Crime,Warner Bros.|Polygram Filmed Entertainment,1995,5,143096686.711,True
Robert De Niro|Sharon Stone|Joe Pesci|James Woods|Don Rickles,Martin Scorsese,178,Drama|Crime,Universal Pictures|LÃ©gende Entreprises|Syalis DA|De Fina-Cappa,1995,11,74410277.0896,True
Christine Cavanaugh|Miriam Margolyes|Danny Mann|Hugo Weaving|Miriam Flynn,Chris Noonan,89,Fantasy|Drama|Comedy|Family,Universal Pictures|Kennedy Miller Productions,1995,7,42929006.0132,True
Christina Ricci|Bill Pullman|Cathy Moriarty|Eric Idle|Joe Nipote,Brad Silberling,100,Fantasy|Comedy|Family,Universal Pictures|Amblin Entertainment|The Harvey Entertainment Company,1995,5,71548343.3553,True
Tim Roth|Antonio Banderas|Jennifer Beals|Madonna|Marisa Tomei,Allison Anders|Alexandre Rockwell|Robert Rodriguez|Quentin Tarantino,98,Comedy,Miramax Films|A Band Apart,1995,12,5723867.46843,True
Kevin Costner|Chaim Girafi|Rick Aviles|R. D. Call|Zitto Kazann,Kevin Reynolds,135,Adventure|Action,Universal Pictures|Gordon Company|Davis Entertainment|Licht/Mueller Film Corporation,1995,7,250419201.744,True
Jim Carrey|Ian McNeice|Simon Callow|Maynard Eziashi|Bob Gunton,Steve Oedekerk,90,Comedy,O Entertainment|Morgan Creek Productions,1995,11,42929006.0132,True
Meryl Streep|Clint Eastwood|Annie Corley|Victor Slezak|Jim Haynie,Clint Eastwood,135,Drama|Romance,Amblin Entertainment|Malpaso Productions|Warner Bros.,1995,5,34343204.8106,True
Nicolas Cage|Elisabeth Shue|Julian Sands|Richard Lewis|Steven Weber,Mike Figgis,112,Drama|Romance,United Artists|Intial Productions,1995,10,5151480.72159,True
Sandra Bullock|Jeremy Northam|Dennis Miller|Wendy Gazelle|Ken Howard,Irwin Winkler,114,Crime|Drama|Mystery|Thriller|Action,Columbia Pictures,1995,7,31481271.0764,True
Keanu Reeves|Dina Meyer|Takeshi Kitano|Ice-T|Dolph Lundgren,Robert Longo,97,Adventure|Action|Drama|Science Fiction|Thriller,TriStar Pictures|Alliance Communications Corporation,1995,5,37205138.5448,False
Antonio Banderas|Salma Hayek|Joaquim de Almeida|Cheech Marin|Steve Buscemi,Robert Rodriguez,104,Thriller|Action|Crime,Columbia Pictures|Los Hooligans Productions,1995,8,10016768.0697,True
Sandra Bullock|Bill Pullman|Peter Gallagher|Peter Boyle|Jack Warden,Jon Turteltaub,103,Comedy|Drama|Romance,Caravan Pictures|Hollywood Pictures,1995,4,24326436.7408,True
